Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,71.54586722173228,72.59886859474537,71.29228131268351,72.53849029541016,135480400
2020-01-03,71.76565905712691,72.59404771603535,71.6086769224392,71.83328247070312,146322800
2020-01-06,70.95418800651902,72.44432080433776,70.7030121336898,72.40567779541016,118387200
2020-01-07,72.41534488187352,72.67134838279743,71.84537704823941,72.06515502929688,108872000
2020-01-08,71.76808624589498,73.52630260685811,71.76808624589498,73.22441101074219,132079200
2020-01-09,74.20254952913984,74.97297760387046,73.95138098488776,74.77976989746094,170108400
2020-01-10,75.01402769601006,75.51396196419593,74.44647000292952,74.94881439208984,140644800
2020-01-13,75.26520375211625,76.57661912211044,75.14685723047293,76.550048828125,121532000
2020-01-14,76.48726080979424,76.69737618985954,75.39320591637785,75.51637268066406,161954400
2020-01-15,75.3159231634684,76.19744522367158,74.7604381579808,75.1927490234375,121923600
2020-01-16,75.73613294032523,76.24572968842827,75.37386309518617,76.13462829589844,108829200
2020-01-17,76.38341102005822,76.97994918369933,76.07669177323754,76.9775390625,137816400
2020-01-21,76.60558572443774,77.04755171377299,76.31818437718287,76.45584869384766,110843200
2020-01-22,76.94130052804331,77.28183515069573,76.63458130371416,76.72877502441406,101832400
2020-01-23,76.78190767247501,77.17798563171488,76.23366779231166,77.0982894897461,104472000
2020-01-24,77.34461967692074,78.08847725706723,76.68528583944577,76.87608337402344,146537600
2020-01-27,74.8836004716033,75.29658608064733,73.63256355928529,74.61552429199219,161940000
2020-01-28,75.49706227081296,76.89783652233591,75.39804092914581,76.72636413574219,162234000
2020-01-29,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200
2020-01-30,77.41465908040864,78.27202816821715,76.98234829996913,78.2188949584961,126743200
2020-01-31,77.50886365949354,77.9315119457232,74.456139298992,74.75078582763672,199588400
2020-02-03,73.49249228699044,75.71200004458515,72.99014787932889,74.54549407958984,173788400
2020-02-04,76.15152619706777,77.19728247629806,75.74578579158994,77.00648498535156,136616400
2020-02-05,78.13437974665777,78.43386124893598,77.03066957303884,77.63445281982422,118826800
2020-02-06,77.90494263047137,78.544951365906,77.34704752803583,78.54253387451172,105425600
2020-02-07,78.04140355652011,78.2907522912515,76.98348700831134,77.47492218017578,117684000
2020-02-10,76.05872699723375,77.84290313720703,75.97884171109904,77.84290313720703,109348800
2020-02-11,78.33915973053,78.41178269464413,77.1553537002358,77.37322998046875,94323200
2020-02-12,77.82355026338463,79.21554768869724,77.82355026338463,79.21070861816406,113730400
2020-02-13,78.48201992249481,78.97345520254548,78.27866815708352,78.64663696289062,94747600
2020-02-14,78.61515688888446,78.91534913157656,78.15761730819476,78.66600036621094,80113600
2020-02-18,76.34438007526671,77.40714314738784,76.16281523598434,77.22557830810547,152531200
2020-02-19,77.46767279180867,78.57400976696101,77.46767279180867,78.34402465820312,93984000
2020-02-20,78.10436411115981,78.59337615293093,77.03433859303921,77.54029846191406,100566000
2020-02-21,77.13357171386221,77.57659398679,75.16783122272501,75.78514862060547,129554000
2020-02-24,71.96262546916086,73.63785968182607,70.01867143670297,72.18534088134766,222195200
2020-02-25,72.85593184219474,73.23842524425972,69.26820830101296,69.74027252197266,230673600
2020-02-26,69.36504286107494,72.11272604677254,69.35778056176747,70.84661102294922,198054800
2020-02-27,68.05051976988415,69.2367421970805,66.0799320227012,66.21549987792969,320605600
2020-02-28,62.27916414492055,67.39929122080478,62.06370365251087,66.17675018310547,426510000
2020-03-02,68.33616370279057,72.97454103190371,67.23225006740749,72.33785247802734,341397200
2020-03-03,73.51440097180128,73.59428625555064,69.18830958377835,70.04045867919922,319475600
2020-03-04,71.76412641873794,73.44904647858813,70.96282065269989,73.28926849365234,219178400
2020-03-05,71.54138326049582,72.51699133415363,70.54641152199336,70.9119644165039,187572800
2020-03-06,68.26836304968833,70.40356681603825,68.08195918610811,69.97023010253906,226176800
2020-03-09,63.8503047343462,67.32182373363995,63.668739886760385,64.4361572265625,286744800
2020-03-10,67.09184552066098,69.34324665860709,65.21082898559138,69.07695007324219,285290000
2020-03-11,67.15236648355659,68.0795543718944,65.81362127140751,66.67787170410156,255598800
2020-03-12,61.95960879581329,65.36334381218688,60.03744172378647,60.09312057495117,418474000
2020-03-13,64.12628289000264,67.76484191547881,61.235766409905956,67.29277038574219,370732000
2020-03-16,58.57282785104368,62.719767078130026,58.10075991551945,58.635772705078125,322423600
2020-03-17,59.91882134064479,62.36389249089527,57.71341343349159,61.213985443115234,324056000
2020-03-18,58.04507789596301,60.521621618277884,57.403546490441286,59.71547317504883,300233600
2020-03-19,59.889757365721564,61.209127573407514,58.73258461093432,59.257911682128906,271857200
2020-03-20,59.8389270162078,60.96463122654848,55.195710672226056,55.49589920043945,401693200
2020-03-23,55.21508274022157,55.31675861475192,51.47000473892812,54.31694030761719,336752800
2020-03-24,57.21955717748085,59.96239727698541,56.72085964919753,59.76630783081055,287531200
2020-03-25,60.703176199981115,62.51882454095762,59.14171936553053,59.43706512451172,303602000
2020-03-26,59.67916036796759,62.62292917138006,59.64042564443605,62.5648307800293,252087200
2020-03-27,61.18735053944383,61.94265908510833,59.80745850642363,59.9744987487793,204216800
2020-03-30,60.70076794909207,61.8579410780005,60.37636924446907,61.686058044433594,167976400
2020-03-31,61.87730177654374,63.54527367451045,61.005789027148815,61.56016540527344,197002000
2020-04-01,59.67431503612997,60.211747296676954,57.890138928877285,58.32105255126953,176218400
2020-04-02,58.18305925799057,59.34749454652656,57.350281239576255,59.29423522949219,165934000
2020-04-03,58.77858141543968,59.48063053078689,57.85139001668199,58.442081451416016,129880000
2020-04-06,60.73948627952092,63.69535964141811,60.37151755059765,63.540428161621094,201820400
2020-04-07,65.55701899354938,65.77490274638198,62.70040134680594,62.80449676513672,202887200
2020-04-08,63.60580460540187,64.72666628175166,63.24025901440216,64.41195678710938,168895200
2020-04-09,65.04863383479294,65.38029109822737,64.0802880085237,64.87674713134766,161834800
2020-04-13,64.95420843019932,66.25905781375604,64.353831433513,66.15011596679688,131022800
2020-04-14,67.78422917835682,69.78144307379056,67.31215748427826,69.49093627929688,194994800
2020-04-15,68.365216078865,69.31661411100032,67.93672569645638,68.85665130615234,131154400
2020-04-16,69.57080305380181,69.7693157098203,68.35310854308584,69.40376281738281,157125200
2020-04-17,68.91960605068904,69.46672390302615,67.02406462466632,68.4620590209961,215250000
2020-04-20,67.28794093663315,68.19091879039594,67.02164432762936,67.04100799560547,130015200
2020-04-21,66.88363145554771,67.11845556313274,64.25699249245112,64.9687271118164,180991600
2020-04-22,66.23727232674312,67.27582530173389,65.89593692179542,66.84007263183594,116862400
2020-04-23,66.78438351779307,68.2078529350214,66.5422970832411,66.5810317993164,124814400
2020-04-24,67.10637563628991,68.51289750296907,67.05795538482593,68.50321197509766,126161200
2020-04-27,68.21996344716476,68.88328539052851,67.77210939351758,68.55162811279297,117087600
2020-04-28,69.01400698692461,69.19557183776718,67.3484582943587,67.44044494628906,112004800
2020-04-29,68.92928107931384,70.12518879426327,68.72592933750241,69.6555404663086,137280800
2020-04-30,70.1953662779508,71.30170283288945,69.80561074344432,71.1249771118164,183064000
2020-05-01,69.29726421273264,72.38386724753559,69.20043108529804,69.97994995117188,240616800
2020-05-04,70.00414724151751,71.09837541785019,69.31419932975179,70.9700698852539,133568000
2020-05-05,71.43003920663523,72.86803354943969,71.28478583493806,72.0352554321289,147751200
2020-05-06,72.7372996904726,73.41029979065098,72.35238308451844,72.77845764160156,142333600
2020-05-07,73.40546686513248,73.8775384826827,73.102858748214,73.5313491821289,115215200
2020-05-08,74.1916086969269,75.33492052212418,73.86390577921274,75.2815170288086,133838400
2020-05-11,74.78873335955656,76.96126753964525,74.57997160607404,76.46607971191406,145946400
2020-05-12,77.15061452744153,77.60211807775983,75.47084560508229,75.59221649169922,162301200
2020-05-13,75.77184236444022,76.69426553932014,73.60173033825646,74.67950439453125,200622400
2020-05-14,73.91729958475361,75.19897584845612,73.19392643517533,75.13829040527344,158929200
2020-05-15,72.90749301488646,74.74019043820076,72.87350561087283,74.6940689086914,166348400
2020-05-18,76.01943893594208,76.82776572341807,75.32762345021945,76.45394134521484,135178400
2020-05-19,76.47094702256406,77.31811351260087,75.98061126581322,76.01216888427734,101729600
2020-05-20,76.87145211894088,77.56083776866723,76.83261255175897,77.49044799804688,111504800
2020-05-21,77.3521046904153,77.89342158394717,76.67485297832786,76.9127426147461,102688800
2020-05-22,76.65059056766172,77.49048269423649,76.54864314006622,77.40795135498047,81803200
2020-05-26,78.5269651260588,78.70659167112338,76.82777268129091,76.88360595703125,125522000
2020-05-27,76.74038797022739,77.36422869926452,76.00002111496565,77.21858215332031,112945200
2020-05-28,76.89330301256463,78.51239377679266,76.61658126415462,77.2525634765625,133560800
2020-05-29,77.4953288496023,77.95653684277472,76.82050686180871,77.17733764648438,153532400
2020-06-01,77.13118412965547,78.24779756086807,77.00010152222838,78.12642669677734,80791200
2020-06-02,77.8594283215851,78.51240432243173,77.41763649054919,78.48812866210938,87642800
2020-06-03,78.80856787687193,79.1823923904383,78.2356932735462,78.92022705078125,104491200
2020-06-04,78.74300150300884,79.04156912077111,77.8666999148798,78.24052429199219,87560400
2020-06-05,78.49055105874169,80.52958039964126,78.46142323225453,80.4688949584961,137250400
2020-06-08,80.16548014966298,80.97866666833863,79.45424844734958,80.9446792602539,95654400
2020-06-09,80.62424860345651,83.89397287260105,80.59269099061473,83.500732421875,147712400
2020-06-10,84.44987222819896,86.11750723835495,84.01051015507953,85.64901733398438,166651600
